mindat_ID,location name,count,mo_spinel_minerals
288357,"Lieksa, North Karelia, Finland",1,Magnetite
265939,"Koli, Lieksa, North Karelia, Finland",1,Magnetite
6416,"Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland",5,"Magnesiochromite,Vuorelainenite,Magnetite,Chromite,Gahnite"
193054,"Kylylahti Mine, Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland",1,Magnetite
40035,"Luikonlahti Mine, Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland",3,"Chromite,Gahnite,Magnetite"
16491,"Outokumpu Cu-Zn Deposit, Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland",2,"Chromite,Magnetite"
193062,"Riihilahti Deposit, Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland",1,Magnetite
194836,"Vasarkangas Deposit, Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland",1,Chromite
1666,"Vuonos Mine, Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland",2,"Chromite,Magnetite"
233388,"Polvijärvi, North Karelia, Finland",2,"Chromite,Magnetite"
9522,"Horsmanaho Talc Quarry, Polvijärvi, North Karelia, Finland",2,"Chromite,Magnetite"
252686,"Tohmajärvi, North Karelia, Finland",1,Hausmannite
250774,"Oriselkä Pegmatite, Tohmajärvi, North Karelia, Finland",1,Hausmannite
16439,"North Ostrobothnia, Finland",6,"Magnetite,Chromite,Spinel,Coulsonite,Gahnite,Vuorelainenite"
233825,"Haapajärvi, North Ostrobothnia, Finland",1,Magnetite
12054,"Kopsa, Haapajärvi, North Ostrobothnia, Finland",1,Magnetite
233826,"Haapavesi, North Ostrobothnia, Finland",1,Magnetite
251758,"Kiimala (Ängesneva), Haapavesi, North Ostrobothnia, Finland",1,Magnetite
233828,"Ii, North Ostrobothnia, Finland",1,Magnetite
251914,"Aaltokangas, Ii, North Ostrobothnia, Finland",1,Magnetite
16489,"Kuivaniemi, North Ostrobothnia, Finland",1,Chromite
12052,"Karahkalehto (Karahka), Kuivaniemi, North Ostrobothnia, Finland",1,Chromite
12051,"Kompsa, Kuivaniemi, North Ostrobothnia, Finland",1,Chromite
12050,"Kylmäkangas, Kuivaniemi, North Ostrobothnia, Finland",1,Chromite
10223,"Kuusamo, North Ostrobothnia, Finland",3,"Magnetite,Chromite,Spinel"
26316,"Hangaslampi, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
30629,"Iivaara (Ijola), Kuusamo, North Ostrobothnia, Finland",1,Magnetite
9701,"Juomasuo, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
250911,"Kantolahti, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
26317,"Konttiaho, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
20936,"Kouvervaara, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
307498,"Kuusamo Kimberlites, Kuusamo, North Ostrobothnia, Finland",3,"Chromite,Magnetite,Spinel"
307503,"Dike 15, Kuusamo Kimberlites, Kuusamo, North Ostrobothnia, Finland",3,"Chromite,Magnetite,Spinel"
302885,"Foriet Property (Timantti Project), Kuusamo Kimberlites, Kuusamo, North Ostrobothnia, Finland",1,Chromite
307501,"Kalettomanpuro, Kuusamo Kimberlites, Kuusamo, North Ostrobothnia, Finland",1,Spinel
307502,"Kattaisenvaara, Kuusamo Kimberlites, Kuusamo, North Ostrobothnia, Finland",1,Spinel
307504,"Lampi, Kuusamo Kimberlites, Kuusamo, North Ostrobothnia, Finland",3,"Chromite,Magnetite,Spinel"
307500,"SCD 47 Claim (Kasma 47), Kuusamo Kimberlites, Kuusamo, North Ostrobothnia, Finland",1,Spinel
26315,"Meurastuksenaho, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
18662,"Säynäjävaara, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
18667,"Sivakkaharju, Kuusamo, North Ostrobothnia, Finland",1,Magnetite
19222,"Nivala, North Ostrobothnia, Finland",2,"Chromite,Magnetite"
18674,"Hitura Nickel Mine, Nivala, North Ostrobothnia, Finland",2,"Chromite,Magnetite"
273962,"Pudasjärvi, North Ostrobothnia, Finland",2,"Magnetite,Chromite"
265768,"Kortejärvi, Pudasjärvi, North Ostrobothnia, Finland",1,Magnetite
252297,"Rometölväs Reef, Pudasjärvi, North Ostrobothnia, Finland",2,"Chromite,Magnetite"
39644,"Pyhäjärvi, North Ostrobothnia, Finland",1,Magnetite
37669,"Mullikkoräme, Pyhäjärvi, North Ostrobothnia, Finland",1,Magnetite
13126,"Pyhäsalmi Mine, Pyhäjärvi, North Ostrobothnia, Finland",1,Magnetite
285604,"Pyhäntä, North Ostrobothnia, Finland",1,Magnetite
251441,"Lamujärvi Area, Pyhäntä, North Ostrobothnia, Finland",1,Magnetite
233824,"Raahe, North Ostrobothnia, Finland",4,"Coulsonite,Gahnite,Magnetite,Vuorelainenite"
9702,"Vihanti Deposit (Lampinsaari Deposit; Isoaho Deposit), Raahe, North Ostrobothnia, Finland",4,"Coulsonite,Gahnite,Magnetite,Vuorelainenite"
286312,"Taivalkoski, North Ostrobothnia, Finland",1,Magnetite
251404,"Mustavaara, Taivalkoski, North Ostrobothnia, Finland",1,Magnetite
305608,"Northern Savonia, Finland",3,"Magnetite,Spinel,Chromite"
233384,"Kiuruvesi, Northern Savonia, Finland",2,"Magnetite,Spinel"
258108,"Hallapera Deposit, Kiuruvesi, Northern Savonia, Finland",1,Magnetite
19880,"Ruostesuo Mine, Kiuruvesi, Northern Savonia, Finland",2,"Magnetite,Spinel"
259434,"Vuohtojoki Deposit, Kiuruvesi, Northern Savonia, Finland",1,Magnetite
25272,"Kuopio-Kaavi Diamond Field, Northern Savonia, Finland",3,"Chromite,Magnetite,Spinel"
210351,"Lapinlahti, Northern Savonia, Finland",1,Spinel
263251,"Leppävirta, Northern Savonia, Finland",3,"Magnetite,Chromite,Spinel"
253736,"Kotalahti, Leppävirta, Northern Savonia, Finland",1,Magnetite
291256,"Rytky, Leppävirta, Northern Savonia, Finland",3,"Chromite,Magnetite,Spinel"
284415,"Siilinjärvi, Northern Savonia, Finland",1,Magnetite
22948,"Siilinjärvi Mine, Siilinjärvi, Northern Savonia, Finland",1,Magnetite
305621,"Ostrobothnia, Finland",1,Magnetite
282764,"Malax, Ostrobothnia, Finland",1,Magnetite
271233,"Petolahti (Petalax), Malax, Ostrobothnia, Finland",1,Magnetite
305617,"Päijänne Tavastia, Finland",1,Magnetite
252180,"Heinola, Päijänne Tavastia, Finland",1,Magnetite
251179,"Rakokivenmäki Pegmatite, Heinola, Päijänne Tavastia, Finland",1,Magnetite
270951,"Orimattila, Päijänne Tavastia, Finland",1,Magnetite
68842,"Artjärvi, Orimattila, Päijänne Tavastia, Finland",1,Magnetite
305622,"Pirkanmaa, Finland",2,"Magnetite,Chromite"
16490,"Orivesi, Pirkanmaa, Finland",1,Magnetite
233904,"Eräjärvi Area, Orivesi, Pirkanmaa, Finland",1,Magnetite
1650,"Viitaniemi Pegmatite, Eräjärvi Area, Orivesi, Pirkanmaa, Finland",1,Magnetite
9699,"Kutemajärvi Mine, Orivesi, Pirkanmaa, Finland",1,Magnetite
233833,"Sastamala, Pirkanmaa, Finland",2,"Chromite,Magnetite"
252688,"Vammala, Sastamala, Pirkanmaa, Finland",2,"Chromite,Magnetite"
252074,"Stormi Mine, Vammala, Sastamala, Pirkanmaa, Finland",2,"Chromite,Magnetite"
233843,"Ylöjärvi, Pirkanmaa, Finland",1,Magnetite
281183,"Viljakkala, Ylöjärvi, Pirkanmaa, Finland",1,Magnetite
12053,"Haveri Mine, Viljakkala, Ylöjärvi, Pirkanmaa, Finland",1,Magnetite
251681,"Ylöjärvi Cu-W Mine, Ylöjärvi, Pirkanmaa, Finland",1,Magnetite
305623,"Satakunta, Finland",2,"Gahnite,Magnetite"
9528,"Eurajoki, Satakunta, Finland",1,Gahnite
279920,"Harjavalta, Satakunta, Finland",1,Magnetite
251962,"Sandstone Of Harjavalta Voimalaitos, Harjavalta, Satakunta, Finland",1,Magnetite
233834,"Huittinen, Satakunta, Finland",1,Magnetite
6470,"Jokisivu (Kujankallio), Huittinen, Satakunta, Finland",1,Magnetite
303135,"Ritakallio, Huittinen, Satakunta, Finland",1,Magnetite
254720,"Kankaanpää, Satakunta, Finland",1,Magnetite
254721,"Venesjärvi, Kankaanpää, Satakunta, Finland",1,Magnetite
225507,"Siikainen, Satakunta, Finland",1,Magnetite
31191,"Otamo Dolomite Quarry, Siikainen, Satakunta, Finland",1,Magnetite
254725,"Ulvila, Satakunta, Finland",1,Magnetite
303117,"Kullaa, Ulvila, Satakunta, Finland",1,Magnetite
303112,"Välimäki, Kullaa, Ulvila, Satakunta, Finland",1,Magnetite
305625,"South Karelia, Finland",5,"Gahnite,Magnetite,Hercynite,Spinel,Chromite"
286977,"Imatra, South Karelia, Finland",2,"Gahnite,Magnetite"
258110,"Salo-Issakka, Imatra, South Karelia, Finland",2,"Gahnite,Magnetite"
305639,"Lappeenranta, South Karelia, Finland",2,"Hercynite,Spinel"
9525,"Ihalainen Limestone Quarry, Lappeenranta, South Karelia, Finland",2,"Hercynite,Spinel"
305641,"Savitaipale, South Karelia, Finland",1,Chromite
260628,"Luotolax Meteorite, Savitaipale, South Karelia, Finland",1,Chromite
305642,"Taipalsaari, South Karelia, Finland",1,Magnetite
9526,"Telkkälä Ni Mine, Taipalsaari, South Karelia, Finland",1,Magnetite
305626,"South Ostrobothnia, Finland",2,"Magnetite,Spinel"
233962,"Kauhajoki, South Ostrobothnia, Finland",2,"Magnetite,Spinel"
205105,"Kauhajärvi, Kauhajoki, South Ostrobothnia, Finland",2,"Magnetite,Spinel"
251653,"Lappajärvi Meteorite Crater, Lappajärvi, South Ostrobothnia, Finland",1,Spinel
12020,"Vittinki Mn-Fe Formation, Seinäjoki-Lapua, South Ostrobothnia, Finland",1,Magnetite
305609,"Southern Savonia, Finland",1,Magnetite
307452,"Laukunkangas Ni-Cu-mine, Enonkoski, Southern Savonia, Finland",1,Magnetite
286771,"Joroinen, Southern Savonia, Finland",1,Magnetite
251841,"Viholanniemi, Joroinen, Southern Savonia, Finland",1,Magnetite
233387,"Pieksämäki, Southern Savonia, Finland",1,Magnetite
263726,"Virtasalmi Copper Mine, Pieksämäki, Southern Savonia, Finland",1,Magnetite
287408,"Puumala, Southern Savonia, Finland",1,Magnetite
272593,"Karhukoski, Puumala, Southern Savonia, Finland",1,Magnetite
272994,"Kitula, Puumala, Southern Savonia, Finland",1,Magnetite
16124,"Southwest Finland, Finland",5,"Spinel,Gahnite,Hercynite,Magnetite,Chromite"
192473,"Kimitoön (Kemiönsaari), Southwest Finland, Finland",3,"Spinel,Gahnite,Hercynite"
193595,"Brokärr, Kimitoön (Kemiönsaari), Southwest Finland, Finland",1,Spinel
13147,"Rosendal Pegmatite, Kimitoön (Kemiönsaari), Southwest Finland, Finland",2,"Gahnite,Hercynite"
1655,"Skogsböle (Skogböle), Kimitoön (Kemiönsaari), Southwest Finland, Finland",1,Spinel
209548,"Laurinkari, Southwest Finland, Finland",1,Magnetite
295364,"Naantali, Southwest Finland, Finland",1,Magnetite
295363,"Velkua, Naantali, Southwest Finland, Finland",1,Magnetite
28943,"Pargas, Southwest Finland, Finland",3,"Magnetite,Spinel,Chromite"
262376,"Ahvensaari, Pargas, Southwest Finland, Finland",2,"Magnetite,Spinel"
1660,"Limberg Quarry, Pargas, Southwest Finland, Finland",1,Spinel
272900,"Nauvo, Pargas, Southwest Finland, Finland",1,Chromite
252448,"Haverö Meteorite, Nauvo, Pargas, Southwest Finland, Finland",1,Chromite
158169,"Piukkala, Pargas, Southwest Finland, Finland",1,Spinel
158076,"Skräbböle Quarry (Nordkalk Quarry), Pargas, Southwest Finland, Finland",1,Spinel
284396,"Perniö, Southwest Finland, Finland",2,"Gahnite,Spinel"
13210,"Träskböle, Perniö, Southwest Finland, Finland",2,"Gahnite,Spinel"
299667,"Pyhäranta, Southwest Finland, Finland",1,Magnetite
299665,"Rohdainen Macadam Quarry, Pyhäranta, Southwest Finland, Finland",1,Magnetite
306844,"Salo, Southwest Finland, Finland",3,"Magnetite,Gahnite,Hercynite"
1656,"Kisko, Salo, Southwest Finland, Finland",1,Magnetite
12048,"Aijala, Kisko, Salo, Southwest Finland, Finland",1,Magnetite
9696,"Metsämonttu Mine, Kisko, Salo, Southwest Finland, Finland",1,Magnetite
65283,"Orijärvi, Kisko, Salo, Southwest Finland, Finland",1,Magnetite
284360,"Suomusjärvi, Salo, Southwest Finland, Finland",2,"Gahnite,Hercynite"
259295,"Salittu, Suomusjärvi, Salo, Southwest Finland, Finland",2,"Gahnite,Hercynite"
233841,"Somero, Southwest Finland, Finland",1,Magnetite
254859,"Riukka Prospect, Somero, Southwest Finland, Finland",1,Magnetite
250922,"Satulinmäki Prospect, Somero, Southwest Finland, Finland",1,Magnetite
305615,"Tavastia Proper, Finland",5,"Magnetite,Gahnite,Hercynite,Chromite,Spinel"
210992,"Forssa, Tavastia Proper, Finland",4,"Magnetite,Gahnite,Hercynite,Chromite"
206068,"Häiviäntien Pegmatite, Forssa, Tavastia Proper, Finland",1,Magnetite
210991,"Kiimassuo Pegmatite, Forssa, Tavastia Proper, Finland",3,"Gahnite,Hercynite,Magnetite"
291257,"Lempää, Forssa, Tavastia Proper, Finland",2,"Chromite,Magnetite"
233835,"Hämeenlinna, Tavastia Proper, Finland",1,Magnetite
269071,"Katuma, Hämeenlinna, Tavastia Proper, Finland",1,Magnetite
286998,"Hattula, Tavastia Proper, Finland",1,Magnetite
274515,"Renkajärvi, Hattula, Tavastia Proper, Finland",1,Magnetite
286338,"Hausjärvi, Tavastia Proper, Finland",2,"Gahnite,Magnetite"
273073,"Urponkallio, Hausjärvi, Tavastia Proper, Finland",2,"Gahnite,Magnetite"
16431,"Tammela, Tavastia Proper, Finland",1,Spinel
209555,"Kietyönmäki, Tammela, Tavastia Proper, Finland",1,Spinel
16430,"Uusimaa, Finland",5,"Magnetite,Hercynite,Chromite,Spinel,Gahnite"
156346,"Helsinki, Uusimaa, Finland",1,Magnetite
243522,"Laajasalo, Helsinki, Uusimaa, Finland",1,Magnetite
243524,"Kruunuvuorenranta, Laajasalo, Helsinki, Uusimaa, Finland",1,Magnetite
302372,"Lohja, Uusimaa, Finland",1,Hercynite
267437,"Palmottu Lake, Lohja, Uusimaa, Finland",1,Hercynite
30603,"Palmottu U Deposit, Palmottu Lake, Lohja, Uusimaa, Finland",1,Hercynite
286786,"Loviisa, Uusimaa, Finland",1,Magnetite
263227,"Sarvlaxviken, Loviisa, Uusimaa, Finland",1,Magnetite
307221,"Korsvik-1 Vein, Sarvlaxviken, Loviisa, Uusimaa, Finland",1,Magnetite
233818,"Porvoo, Uusimaa, Finland",2,"Chromite,Spinel"
282683,"Bjurböle, Porvoo, Uusimaa, Finland",2,"Chromite,Spinel"
155472,"Bjurböle Meteorite, Bjurböle, Porvoo, Uusimaa, Finland",2,"Chromite,Spinel"
233839,"Raseborg, Uusimaa, Finland",3,"Spinel,Gahnite,Magnetite"
253639,"Mustio Quarry, Raseborg, Uusimaa, Finland",1,Spinel
252684,"Pohja, Raseborg, Uusimaa, Finland",2,"Gahnite,Magnetite"
20267,"Nyckeln Deposit (Brödtorp Deposit), Pohja, Raseborg, Uusimaa, Finland",2,"Gahnite,Magnetite"
155795,"Vantaa, Uusimaa, Finland",1,Magnetite
259571,"Sillböle, Vantaa, Uusimaa, Finland",1,Magnetite
14280,France,5,"Magnetite,Chromite,Gahnite,Spinel,Hercynite"
20192,"Auvergne-Rhône-Alpes, France",5,"Magnetite,Chromite,Gahnite,Spinel,Hercynite"
107953,"Ain, Auvergne-Rhône-Alpes, France",1,Magnetite
301109,"Lescheroux, Ain, Auvergne-Rhône-Alpes, France",1,Magnetite
301104,"Reyssouze River Placer, Lescheroux, Ain, Auvergne-Rhône-Alpes, France",1,Magnetite
17847,"Allier, Auvergne-Rhône-Alpes, France",4,"Chromite,Gahnite,Magnetite,Spinel"
46424,"Le Mayet-de-Montagne, Allier, Auvergne-Rhône-Alpes, France",3,"Chromite,Gahnite,Magnetite"
216198,"Laprugne, Le Mayet-de-Montagne, Allier, Auvergne-Rhône-Alpes, France",3,"Chromite,Gahnite,Magnetite"
19019,"Charrier Mine, Laprugne, Le Mayet-de-Montagne, Allier, Auvergne-Rhône-Alpes, France",3,"Chromite,Gahnite,Magnetite"
245171,"Moulins, Allier, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
284603,"Neuvy, Moulins, Allier, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
240191,"Allier River Alluvials, Neuvy, Moulins, Allier, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
221213,"Vichy, Allier, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
304236,"St-Didier-la-Forêt, Vichy, Allier, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
304246,"Andelot River Watershed, St-Didier-la-Forêt, Vichy, Allier, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
304235,"Grand Etang Alluvial Deposits, Andelot River Watershed, St-Didier-la-Forêt, Vichy, Allier, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
234909,"Ardèche, Auvergne-Rhône-Alpes, France",2,"Chromite,Magnetite"
259393,"Juvinas Meteorite, Ardèche, Auvergne-Rhône-Alpes, France",1,Chromite
234923,"Privas, Ardèche, Auvergne-Rhône-Alpes, France",1,Magnetite
283574,"Freyssenet, Privas, Ardèche, Auvergne-Rhône-Alpes, France",1,Magnetite
72075,"Basanite Outcrop, Freyssenet, Privas, Ardèche, Auvergne-Rhône-Alpes, France",1,Magnetite
282863,"Saint-Priest, Privas, Ardèche, Auvergne-Rhône-Alpes, France",1,Magnetite
72077,"Col De L'Escrinet, Saint-Priest, Privas, Ardèche, Auvergne-Rhône-Alpes, France",1,Magnetite
231048,"Serrières, Ardèche, Auvergne-Rhône-Alpes, France",2,"Chromite,Magnetite"
231124,"Savas, Serrières, Ardèche, Auvergne-Rhône-Alpes, France",2,"Chromite,Magnetite"
231052,"Eteize, Savas, Serrières, Ardèche, Auvergne-Rhône-Alpes, France",2,"Chromite,Magnetite"
231125,"Suc De Clava, Eteize, Savas, Serrières, Ardèche, Auvergne-Rhône-Alpes, France",2,"Chromite,Magnetite"
18950,"Cantal, Auvergne-Rhône-Alpes, France",2,"Spinel,Magnetite"
293756,"Allanche, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
281148,"Ségur-les-Villas, Allanche, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
252473,"Santoire River Alluvials, Ségur-les-Villas, Allanche, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
50983,"Aurillac, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
283187,"Lascelle, Aurillac, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
238027,"Jordanne River Alluvials, Lascelle, Aurillac, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
285053,"Beaulieu, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
157502,"Beaulieu River Alluvials, Beaulieu, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
282190,"Journiac, Beaulieu, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
158456,"La Panouille River Alluvials, Journiac, Beaulieu, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
157501,"Thynières Gully Alluvials, Beaulieu, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
53684,"Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
59079,"Le Lioran, Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
69070,"Lioran Tunnel, Le Lioran, Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
53550,"Mandailles-Saint-Julien, Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
58968,"Liadouze, Mandailles-Saint-Julien, Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
53653,"Salers, Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
279740,"Anglards-de-Salers, Salers, Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
252474,"Mars River Alluvials, Anglards-de-Salers, Salers, Cantal Mts, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
54123,"Menet, Cantal, Auvergne-Rhône-Alpes, France",2,"Spinel,Magnetite"
220844,"Brocq-en-Menet, Menet, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
54072,"Vensac, Brocq-en-Menet, Menet, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
43739,"Puy De Menoyre, Menet, Cantal, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
158458,"Sumène River Alluvials, Menet, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
48867,"Molèdes, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
47394,"Vèze, Molèdes, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
47381,"La Sianne Veins, Vèze, Molèdes, Cantal, Auvergne-Rhône-Alpes, France",1,Magnetite
53365,"Saint-Flour, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
283441,"Roffiac, Saint-Flour, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
252472,"Ander River Alluvials, Roffiac, Saint-Flour, Cantal, Auvergne-Rhône-Alpes, France",1,Spinel
56796,"Drôme, Auvergne-Rhône-Alpes, France",1,Chromite
234928,"Romans-sur-Isère, Drôme, Auvergne-Rhône-Alpes, France",1,Chromite
278013,"Saint-Jean-en-Royans, Romans-sur-Isère, Drôme, Auvergne-Rhône-Alpes, France",1,Chromite
69003,"Bouvante-le-Haut Meteorite, Saint-Jean-en-Royans, Romans-sur-Isère, Drôme, Auvergne-Rhône-Alpes, France",1,Chromite
18047,"Haute-Loire, Auvergne-Rhône-Alpes, France",4,"Hercynite,Magnetite,Spinel,Chromite"
48558,"Allègre, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Hercynite,Magnetite"
52499,"Fix-Saint-Geneys, Allègre, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Hercynite,Magnetite"
53189,"Vernassal, Fix-Saint-Geneys, Allègre, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Hercynite,Magnetite"
52535,"Peridotite Outcrop, Vernassal, Fix-Saint-Geneys, Allègre, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Hercynite,Magnetite"
193660,"Auzon, Haute-Loire, Auvergne-Rhône-Alpes, France",4,"Hercynite,Magnetite,Spinel,Chromite"
286674,"Azérat, Auzon, Haute-Loire, Auvergne-Rhône-Alpes, France",3,"Hercynite,Magnetite,Spinel"
72666,"Allevier, Azérat, Auzon, Haute-Loire, Auvergne-Rhône-Alpes, France",3,"Hercynite,Magnetite,Spinel"
52168,"Champagnac-le-Vieux, Auzon, Haute-Loire, Auvergne-Rhône-Alpes, France",3,"Chromite,Hercynite,Magnetite"
48142,"Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",3,"Spinel,Chromite,Magnetite"
282043,"Le Breuil, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Spinel
247210,"Ternivol River Alluvials, Le Breuil, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Spinel
47080,"Saint-Beauzire, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Chromite,Magnetite"
46483,"La Violette Farm, Saint-Beauzire, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Chromite,Magnetite"
283182,"Siaugues-Ste-Marie, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Spinel
231618,"Lespitalet, Siaugues-Ste-Marie, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Spinel
48025,"Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
278730,"Champlong, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
192434,"La Borie River Alluvials, Champlong, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
192423,"Cherlet River Alluvials, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Magnetite
192422,"Coste-Cirgues River Alluvials, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Magnetite
192424,"Dintillat River Alluvials, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Magnetite
46133,"Ricoules Mine (Rousseille Mine; Brugerolle Mine), Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Magnetite
47265,"Serpentinite Deposit, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Magnetite
279008,"Tapon, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Magnetite
192435,"Bartaillat River Alluvials, Tapon, Vieille-Brioude, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Magnetite
293638,"Craponne-sur-Arzon, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
280082,"Chomélix, Craponne-sur-Arzon, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
214977,"Gouise River Alluvials, Chomélix, Craponne-sur-Arzon, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
51986,"La Chaise-Dieu, Haute-Loire, Auvergne-Rhône-Alpes, France",3,"Hercynite,Magnetite,Chromite"
52491,"Cistrières, La Chaise-Dieu, Haute-Loire, Auvergne-Rhône-Alpes, France",3,"Hercynite,Magnetite,Chromite"
52714,"La Barbate, Cistrières, La Chaise-Dieu, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Hercynite,Magnetite"
52715,"Madriat, Cistrières, La Chaise-Dieu, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Hercynite,Magnetite"
52713,"Mandel, Cistrières, La Chaise-Dieu, Haute-Loire, Auvergne-Rhône-Alpes, France",3,"Chromite,Hercynite,Magnetite"
221210,"Mazeyrat-d'Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
221209,"Saint-Eble, Mazeyrat-d'Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
146449,"Cizières River Alluvials, Saint-Eble, Mazeyrat-d'Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
218073,"Mont Coupet, Saint-Eble, Mazeyrat-d'Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
215621,"Saint-Arcons-d’Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
214976,"Fioule River Alluvials, Saint-Arcons-d’Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
214975,"Merdanson River Alluvials, Saint-Arcons-d’Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",2,"Magnetite,Spinel"
130873,"Mt Briançon, Saint-Arcons-d’Allier, Langeac, Haute-Loire, Auvergne-Rhône-Alpes, France",1,Spinel
