mineral_id	mineral_name	mineral_display_name	rruff_chemistry	ima_chemistry	chemistry_elements
777	Abelsonite	Abelsonite	Ni^2+^C_31_H_32_N_4_	NiC_31_H_32_N_4_	"Ni C H N"
778	Abenakiite-(Ce)	Abenakiite-(Ce)	Na_26_Ce^3+^_6_(SiO_3_)_6_(P^5+^O_4_)_6_(C^4+^O_3_)_6_(S^4+^O_2_)O	Na_26_Ce_6_(Si_6_O_18_)(PO_4_)_6_(CO_3_)_6_(SO_2_)O	"Na Ce Si O P C S"
779	Abernathyite	Abernathyite	K(U^6+^O_2_)As^5+^O_4_·3H_2_O	K(UO_2_)(AsO_4_)·3H_2_O	"K U O As H"
780	Abhurite	Abhurite	Sn^2+^_21_O_6_(OH)_14_Cl_16_	Sn^2+^_21_O_6_(OH)_14_Cl_16_	"Sn O H Cl"
781	Abswurmbachite	Abswurmbachite	Cu^2+^Mn^3+^_6_O_8_(SiO_4_)	Cu^2+^Mn^3+^_6_O_8_(SiO_4_)	"Cu Mn O Si"
782	Acanthite	Acanthite	Ag^1+^_2_S^2-^	Ag_2_S	"Ag S"
783	Acetamide	Acetamide	CH_3_CONH_2_	CH_3_CONH_2_	"C H O N"
784	Actinolite	Actinolite	Ca_2_(Mg_4.5-2.5_Fe^2+^_0.5-2.5_)Si_8_O_22_(OH)_2_	[box]Ca_2_(Mg_4.5-2.5_Fe^2+^_0.5-2.5_)Si_8_O_22_(OH)_2_	"Ca Mg Fe Si O H"
785	Acuminite	Acuminite	SrAlF_4_(OH)·H_2_O	SrAlF_4_(OH)·H_2_O	"Sr Al F O H"
786	Adamite	Adamite	Zn^2+^_2_As^5+^O_4_(OH)	Zn_2_(AsO_4_)(OH)	"Zn As O H"
787	Adamsite-(Y)	Adamsite-(Y)	NaY^3+^(CO_3_)_2_·6H_2_O	NaY(CO_3_)_2_·6H_2_O	"Na Y C O H"
788	Adelite	Adelite	CaMgAs^5+^O_4_(OH)	CaMg(AsO_4_)(OH)	"Ca Mg As O H"
789	Admontite	Admontite	MgB_6_O_10_·7H_2_O	MgB_6_O_10_·7H_2_O	"Mg B O H"
790	Aegirine	Aegirine	NaFe^3+^Si_2_O_6_	NaFe^3+^Si_2_O_6_	"Na Fe Si O"
791	Aenigmatite	Aenigmatite	Na_4_(Fe^2+^_10_Ti^4+^_2_)O_4_[Si_12_O_36_]	Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_]	"Na Fe Ti O Si"
792	Aerinite	Aerinite	(Ca,Na)_6_(Fe^3+^,Fe^2+^,Mg,Al)_4_(Al,Mg)_6_Si_12_O_36_(OH)_12_(CO_3_)·12H_2_O	(Ca,Na)_6_(Fe^3+^,Fe^2+^,Mg,Al)_4_(Al,Mg)_6_Si_12_O_36_(OH)_12_(CO_3_)·12H_2_O	"Ca Na Fe Mg Al Si O H C"
793	Aeschynite-(Ce)	Aeschynite-(Ce)	(Ce^3+^,Ca,Fe^2+^,Th^4+^)(Ti^4+^,Nb^5+^)_2_(O,OH)_6_	(Ce,Ca,Fe,Th)(Ti,Nb)_2_(O,OH)_6_	"Ce Ca Fe Th Ti Nb O H"
794	Aeschynite-(Nd)	Aeschynite-(Nd)	(Nd^3+^,Ln^3+^,Ca)(Ti^4+^,Nb^5+^)_2_(O,OH)_6_	(Nd,Ln,Ca)(Ti,Nb)_2_(O,OH)_6_	"Nd Ln Ca Ti Nb O H"
795	Aeschynite-(Y)	Aeschynite-(Y)	(Y^3+^,Ca,Th^4+^)(Ti^4+^,Nb^5+^)_2_(O,OH)_6_	(Y,Ln,Ca,Th)(Ti,Nb)_2_(O,OH)_6_	"Y Ca Th Ti Nb O H"
796	Afghanite	Afghanite	Na_22_Ca_10_(Si_24_Al_24_)O_96_(S^6+^O_4_)_6_Cl_6_	(Na,K)_22_Ca_10_(Si_24_Al_24_)O_96_(SO_4_)_6_Cl_6_	"Na Ca Si Al O S Cl"
797	Afwillite	Afwillite	Ca_3_(SiO_4_)(SiO_2_(OH)_2_)·2H_2_O	Ca_3_[SiO_4_][SiO_2_(OH)_2_]·2H_2_O	"Ca Si O H"
799	Agardite-(Ce)	Agardite-(Ce)	Cu^2+^_6_Ce^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O	CeCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O	"Ce Cu As O H"
801	Agardite-(La)	Agardite-(La)	Cu^2+^_6_La^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O	LaCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O	"La Cu As O H"
802	Agardite-(Nd)	Agardite-(Nd)	Cu^2+^_6_Nd^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O	NdCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O	"Nd Cu As O H"
803	Agardite-(Y)	Agardite-(Y)	Cu^2+^_6_Y^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O	YCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O	"Y Cu As O H"
804	Agrellite	Agrellite	NaCa_2_Si_4_O_10_F	NaCa_2_Si_4_O_10_F	"Na Ca Si O F"
805	Agrinierite	Agrinierite	K_2_Ca[(U^6+^O_2_)_3_O_3_(OH)_2_]_2_·5H_2_O	K_2_Ca[(UO_2_)_3_O_3_(OH)_2_]_2_·5H_2_O	"K Ca U O H"
806	Aguilarite	Aguilarite	Ag_4_SeS	Ag_4_SeS	"Ag Se S"
807	Aheylite	Aheylite	Fe^2+^Al_6_(PO_4_)_4_(OH)_8_·4H_2_O	Fe^2+^Al_6_(PO_4_)_4_(OH)_8_·4H_2_O	"Fe Al P O H"
808	Ahlfeldite	Ahlfeldite	Ni^2+^Se^4+^O_3_·2H_2_O	Ni(SeO_3_)·2H_2_O	"Ni Se O H"
809	Aikinite	Aikinite	CuPbBiS_3_	CuPbBiS_3_	"Cu Pb Bi S"
810	Ajoite	Ajoite	K_3_Cu^2+^_20_Al_3_Si_29_O_76_(OH)_16_·8H_2_O	K_3_Cu^2+^_20_Al_3_Si_29_O_76_(OH)_16_·8H_2_O	"K Cu Al Si O H"
811	Akaganeite	Akaganeite	(Fe^3+^,Ni^2+^)_8_(OH,O)_16_Cl_1.25_·nH_2_O	(Fe^3+^,Ni^2+^)_8_(OH,O)_16_Cl_1.25_·nH_2_O	"Fe Ni O H Cl"
812	Akatoreite	Akatoreite	Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_	Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_	"Mn Al Si O H"
813	Akdalaite	Akdalaite	(Al_2_O_3_)_5_·H_2_O	(Al_2_O_3_)_5_·H_2_O	"Al O H"
814	Akermanite	Åkermanite	Ca_2_MgSi_2_O_7_	Ca_2_MgSi_2_O_7_	"Ca Mg Si O"
815	Akhtenskite	Akhtenskite	Mn^4+^O_2_	MnO_2_	"Mn O"
816	Akimotoite	Akimotoite	MgSiO_3_	MgSiO_3_	"Mg Si O"
817	Akrochordite	Akrochordite	Mn^2+^_5_(As^5+^O_4_)_2_(OH)_4_·4H_2_O	Mn^2+^_5_(AsO_4_)_2_(OH)_4_·4H_2_O	"Mn As O H"
818	Aksaite	Aksaite	MgB_6_O_7_(OH)_6_·2H_2_O	MgB_6_O_7_(OH)_6_·2H_2_O	"Mg B O H"
819	Aktashite	Aktashite	Cu_6_Hg_3_As_4_S_12_	Cu_6_Hg_3_As_4_S_12_	"Cu Hg As S"
820	Alabandite	Alabandite	Mn^2+^S^2-^	MnS	"Mn S"
821	Alacranite	Alacránite	As_8_S_9_	As_8_S_9_	"As S"
822	Alamosite	Alamosite	Pb^2+^SiO_3_	PbSiO_3_	"Pb Si O"
823	Alarsite	Alarsite	AlAs^5+^O_4_	Al(AsO_4_)	"Al As O"
824	Albite	Albite	NaAlSi_3_O_8_	Na(AlSi_3_O_8_)	"Na Al Si O"
825	Albrechtschraufite	Albrechtschraufite	Ca_4_Mg(U^6+^O_2_)_2_(CO_3_)_6_F_2_·17H_2_O	MgCa_4_F_2_[UO_2_(CO_3_)_3_]_2_·17-18H_2_O	"Ca Mg U O C F H"
826	Aldermanite	Aldermanite	Mg_5_Al_12_(PO_4_)_8_(OH)_22_·32H_2_O	Mg_5_Al_12_(PO_4_)_8_(OH)_22_·32H_2_O	"Mg Al P O H"
827	Alforsite	Alforsite	Ba_5_(PO_4_)_3_Cl	Ba_5_(PO_4_)_3_Cl	"Ba P O Cl"
828	Algodonite	Algodonite	"Cu_1-x_As_x_ (x ≈ 1/7)"	"Cu_1-x_As_x_ (x ≈ 0.15)"	"Cu As"
829	Aliettite	Aliettite	Ca_0.2_Mg_6_(Si,Al)_8_O_20_(OH)_4_·4H_2_O	Ca_0.2_Mg_6_(Si,Al)_8_O_20_(OH)_4_·4H_2_O	"Ca Mg Si Al O H"
830	Allabogdanite	Allabogdanite	(Fe,Ni)_2_P	(Fe,Ni)_2_P	"Fe Ni P"
832	Allanite-(Ce)	Allanite-(Ce)	CaCeAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)	CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)	"Ca Ce Al Fe Si O H"
833	Allanite-(Y)	Allanite-(Y)	CaYAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)	CaY(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)	"Ca Y Al Fe Si O H"
834	Allargentum	Allargentum	"Ag_1-x_Sb_x_ (x=0.09-0.16)"	"Ag_1-x_Sb_x_ (x ≈ 0.09-0.16)"	"Ag Sb"
835	Alleghanyite	Alleghanyite	Mn^2+^_5_(SiO_4_)_2_(OH)_2_	Mn^2+^_5_(SiO_4_)_2_(OH)_2_	"Mn Si O H"
836	Alloclasite	Alloclasite	Co^3+^(AsS)^3-^	CoAsS	"Co As S"
837	Allophane	Allophane	Al_2_O_3_(SiO_2_)_1.3-2.0_·2.5-3.0H_2_O	Al_2_O_3_(SiO_2_)_1.3-2.0_·2.5-3.0H_2_O	"Al O Si H"
838	Alluaivite	Alluaivite	Na_19_(Ca,Mn^2+^)_6_(Ti^4+^,Nb^5+^)_3_Si_26_O_74_Cl·2H_2_O	Na_19_(Ca,Mn^2+^)_6_(Ti,Nb)_3_Si_26_O_74_Cl·2H_2_O	"Na Ca Mn Ti Nb Si O Cl H"
839	Alluaudite	Alluaudite	(Na,Ca)(Mn^2+^,Mg,Fe^2+^)(Fe^3+^,Mn^2+^)_2_(PO_4_)_3_	(Na,Ca)(Mn,Mg,Fe^2+^)(Fe^3+^,Mn^2+^)_2_(PO_4_)_3_	"Na Ca Mn Mg Fe P O"
840	Almandine	Almandine	Fe^2+^_3_Al_2_(SiO_4_)_3_	Fe^2+^_3_Al_2_(SiO_4_)_3_	"Fe Al Si O"
841	Alsakharovite-Zn	Alsakharovite-Zn	NaSrKZn^2+^(Ti^4+^,Nb^5+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·7H_2_O	NaSrKZn(Ti,Nb)_4_(Si_4_O_12_)_2_(O,OH)_4_·7H_2_O	"Na Sr K Zn Ti Nb Si O H"
842	Alstonite	Alstonite	BaCa(CO_3_)_2_	BaCa(CO_3_)_2_	"Ba Ca C O"
843	Altaite	Altaite	Pb^2+^Te^2-^	PbTe	"Pb Te"
844	Althausite	Althausite	Mg_4_(PO_4_)_2_(OH,O)(F,[box])	Mg_4_(PO_4_)_2_(OH,O)(F,[box])	"Mg P O H F"
845	Althupite	Althupite	AlTh^4+^(U^6+^O_2_)_7_(PO_4_)_4_O_2_(OH)_5_·15H_2_O	AlTh(UO_2_)_7_(PO_4_)_4_O_2_(OH)_5_·15H_2_O	"Al Th U O P H"
846	Altisite	Altisite	Na_3_K_6_Ti^4+^_2_Al_2_Si_8_O_26_Cl_3_	Na_3_K_6_Ti_2_Al_2_Si_8_O_26_Cl_3_	"Na K Ti Al Si O Cl"
847	Aluminite	Aluminite	Al_2_S^6+^O_4_(OH)_4_·7H_2_O	Al_2_(SO_4_)(OH)_4_·7H_2_O	"Al S O H"
850	Aluminoceladonite	Aluminoceladonite	KMgAlSi_4_O_10_(OH)_2_	K(Mg,Fe^2+^)Al(Si_4_O_10_)(OH)_2_	"K Mg Al Si O H"
851	Aluminocopiapite	Aluminocopiapite	(Al,Mg)Fe^3+^_4_(S^6+^O_4_)_6_(OH,O)_2_·20H_2_O	(Al,Mg)Fe^3+^_4_(SO_4_)_6_(OH,O)_2_·20H_2_O	"Al Mg Fe S O H"
856	Alumohydrocalcite	Alumohydrocalcite	CaAl_2_(CO_3_)_2_(OH)_4_·3H_2_O	CaAl_2_(CO_3_)_2_(OH)_4_·4H_2_O	"Ca Al C O H"
857	Alumoklyuchevskite	Alumoklyuchevskite	K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_	K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_	"K Cu Al O S"
858	Pharmacoalumite	Pharmacoalumite	KAl_4_(As^5+^O_4_)_3_(OH)_4_·6.5H_2_O	KAl_4_(AsO_4_)_3_(OH)_4_·6.5H_2_O	"K Al As O H"
859	Alumotantite	Alumotantite	AlTa^5+^O_4_	AlTaO_4_	"Al Ta O"
860	Alunite	Alunite	KAl_3_(SO_4_)_2_(OH)_6_	KAl_3_(SO_4_)_2_(OH)_6_	"K Al S O H"
861	Alunogen	Alunogen	Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O	Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O	"Al S O H"
862	Alvanite	Alvanite	(Zn^2+^,Ni^2+^)Al_4_(V^5+^O_3_)_2_(OH)_12_·2H_2_O	(Zn,Ni)Al_4_(VO_3_)_2_(OH)_12_·2H_2_O	"Zn Ni Al V O H"
863	Amakinite	Amakinite	Fe^2+^(OH)_2_	(Fe^2+^,Mg)(OH)_2_	"Fe O H"
864	Amarantite	Amarantite	Fe^3+^_2_O(S^6+^O_4_)_2_·7H_2_O	Fe^3+^_2_O(SO_4_)_2_·7H_2_O	"Fe O S H"
865	Amarillite	Amarillite	NaFe^3+^(SO_4_)_2_·6H_2_O	NaFe^3+^(SO_4_)_2_·6H_2_O	"Na Fe S O H"
866	Amblygonite	Amblygonite	LiAlPO_4_F	LiAl(PO_4_)F	"Li Al P O F"
867	Ameghinite	Ameghinite	NaB_3_O_3_(OH)_4_	NaB_3_O_3_(OH)_4_	"Na B O H"
868	Amesite	Amesite	Mg_2_Al(AlSiO_5_)(OH)_4_	Mg_2_Al(AlSiO_5_)(OH)_4_	"Mg Al Si O H"
869	Amicite	Amicite	K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O	K_2_Na_2_(Al_4_Si_4_O_16_)·5H_2_O	"K Na Si Al O H"
870	Aminoffite	Aminoffite	Ca_3_(BeOH)_2_Si_3_O_10_	Ca_3_(BeOH)_2_Si_3_O_10_	"Ca Be O H Si"
871	Ammonioalunite	Ammonioalunite	N^3-^H_4_Al_3_(S^6+^O_4_)_2_(OH)_6_	(NH_4_)Al_3_(SO_4_)_2_(OH)_6_	"N H Al S O"
872	Ammonioborite	Ammonioborite	(N^3-^H_4_)_3_B_15_O_20_(OH)_8_·4H_2_O	(NH_4_)_3_B_15_O_20_(OH)_8_·4H_2_O	"N H B O"
873	Ammoniojarosite	Ammoniojarosite	N^3-^H_4_Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_	(NH_4_)Fe^3+^_3_(SO_4_)_2_(OH)_6_	"N H Fe S O"
874	Ammonioleucite	Ammonioleucite	(N^3-^H_4_)AlSi_2_O_6_	(NH_4_,K)(AlSi_2_O_6_)	"N H Al Si O"
875	Amstallite	Amstallite	CaAl(Si,Al)_4_O_8_(OH)_4_·(H_2_O,Cl)	CaAl[(Al,Si)_4_O_8_(OH)_2_](OH)_2_·(H_2_O,Cl)	"Ca Al Si O H Cl"
876	Analcime	Analcime	NaAlSi_2_O_6_·H_2_O	Na(AlSi_2_O_6_)·H_2_O	"Na Al Si O H"
877	Anandite	Anandite	BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH)	BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH)	"Ba Fe Si O S H"
878	Anapaite	Anapaite	Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O	Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O	"Ca Fe P O H"
879	Anatase	Anatase	Ti^4+^O_2_	TiO_2_	"Ti O"
880	Ancylite-(Ce)	Ancylite-(Ce)	CeSr(CO_3_)_2_(OH)·H_2_O	CeSr(CO_3_)_2_(OH)·H_2_O	"Ce Sr C O H"
881	Ancylite-(La)	Ancylite-(La)	LaSr(CO_3_)_2_(OH)·H_2_O	LaSr(CO_3_)_2_(OH)·H_2_O	"La Sr C O H"
882	Andalusite	Andalusite	Al_2_SiO_5_	Al_2_SiO_5_	"Al Si O"
883	Andersonite	Andersonite	Na_2_Ca(UO_2_)(CO_3_)_3_·5-6H_2_O	Na_2_Ca(UO_2_)(CO_3_)_3_·5-66H_2_O	"Na Ca U O C H"
884	"Andorite VI"	"Andorite VI"	AgPbSb_3_S_6_	AgPbSb_3_S_6_	"Ag Pb Sb S"
885	Andradite	Andradite	Ca_3_Fe^3+^_2_(SiO_4_)_3_	Ca_3_Fe^3+^_2_(SiO_4_)_3_	"Ca Fe Si O"
886	Andremeyerite	Andrémeyerite	BaFe^2+^_2_Si_2_O_7_	BaFe^2+^_2_(Si_2_O_7_)	"Ba Fe Si O"
887	Manganiandrosite-(La)	Manganiandrosite-(La)	Mn^2+^La^3+^AlMn^3+^Mn^2+^(Si_2_O_7_)(SiO_4_)O(OH)	MnLa(Mn^3+^AlMn^2+^)[Si_2_O_7_][SiO_4_]O(OH)	"La Mn Al Si O H"
888	Anduoite	Anduoite	RuAs_2_	RuAs_2_	"Ru As"
889	Andyrobertsite	Andyrobertsite	KCd^2+^Cu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O	KCdCu_5_(AsO_4_)_4_[As(OH)_2_O_2_]·2H_2_O	"K Cd Cu As O H"
890	Angelellite	Angelellite	Fe^3+^_4_O_3_(As^5+^O_4_)_2_	Fe^3+^_4_O_3_(AsO_4_)_2_	"Fe O As"
891	Anglesite	Anglesite	Pb^2+^S^6+^O_4_	Pb(SO_4_)	"Pb S O"
892	Anhydrite	Anhydrite	CaS^6+^O_4_	Ca(SO_4_)	"Ca S O"
893	Anilite	Anilite	Cu_7_S_4_	Cu_7_S_4_	"Cu S"
895	Ankerite	Ankerite	CaFe^2+^(CO_3_)_2_	Ca(Fe^2+^,Mg)(CO_3_)_2_	"Ca Fe C O"
896	Annabergite	Annabergite	Ni^2+^_3_(As^5+^O_4_)_2_·8H_2_O	Ni_3_(AsO_4_)_2_·8H_2_O	"Ni As O H"
897	Annite	Annite	KFe^2+^_3_AlSi_3_O_10_(OH)_2_	KFe^2+^_3_(AlSi_3_O_10_)(OH)_2_	"K Fe Al Si O H"
898	Anorthite	Anorthite	CaAl_2_Si_2_O_8_	Ca(Al_2_Si_2_O_8_)	"Ca Al Si O"
900	Antarcticite	Antarcticite	CaCl_2_·6H_2_O	CaCl_2_·6H_2_O	"Ca Cl H O"
901	Anthoinite	Anthoinite	AlW^6+^O_3_(OH)_3_	AlWO_3_(OH)_3_	"Al W O H"
902	Anthonyite	Anthonyite	Cu^2+^(OH)_2_·3H_2_O	Cu(OH)_2_·3H_2_O	"Cu O H"
903	Anthophyllite	Anthophyllite	[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_	[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_	"Mg Si O H"
904	Antigorite	Antigorite	Mg_3_Si_2_O_5_(OH)_4_	Mg_3_Si_2_O_5_(OH)_4_	"Mg Si O H"
906	Antimonselite	Antimonselite	Sb_2_Se_3_	Sb_2_Se_3_	"Sb Se"
907	Antimony	Antimony	Sb	Sb	Sb
908	Antlerite	Antlerite	Cu^2+^_3_(S^6+^O_4_)(OH)_4_	Cu^2+^_3_(SO_4_)(OH)_4_	"Cu S O H"
909	Anyuiite	Anyuiite	AuPb_2_	AuPb_2_	"Au Pb"
910	Apachite	Apachite	Cu^2+^_9_Si_10_O_29_·11H_2_O	Cu^2+^_9_Si_10_O_29_·11H_2_O	"Cu Si O H"
911	Aphthitalite	Aphthitalite	K_3_Na(SO_4_)_2_	K_3_Na(SO_4_)_2_	"K Na S O"
912	Apjohnite	Apjohnite	Mn^2+^Al_2_(SO_4_)_4_·22H_2_O	Mn^2+^Al_2_(SO_4_)_4_·22H_2_O	"Mn Al S O H"
913	Aplowite	Aplowite	Co^2+^S^6+^O_4_·4H_2_O	Co(SO_4_)·4H_2_O	"Co S O H"
914	Apuanite	Apuanite	Fe^2+^Fe^3+^_4_Sb^3+^_4_O_12_S	(Fe^2+^Fe^3+^_2_)(Fe^3+^_2_Sb^3+^_4_)O_12_S	"Fe Sb O S"
915	Aqualite	Aqualite	(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl	(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr_3_Si_26_O_66_(OH)_9_Cl	"H O Na K Sr Ca Zr Si Cl"
916	Aragonite	Aragonite	CaCO_3_	Ca(CO_3_)	"Ca C O"
917	Arakiite	Arakiite	Zn^2+^Mn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_	ZnMn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_	"Zn Mn Fe As O H"
918	Aramayoite	Aramayoite	Ag_3_Sb_2_(Bi,Sb)S_6_	Ag_3_Sb_2_(Bi,Sb)S_6_	"Ag Sb Bi S"
919	Aravaipaite	Aravaipaite	Pb_3_AlF_9_·H_2_O	Pb_3_AlF_9_·H_2_O	"Pb Al F H O"
920	Arcanite	Arcanite	K_2_S^6+^O_4_	K_2_(SO_4_)	"K S O"
921	Archerite	Archerite	H_2_KPO_4_	H_2_K(PO_4_)	"H K P O"
922	Arctite	Arctite	(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_	(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_	"Na Ca Ba P O F"
923	Arcubisite	Arcubisite	Ag_6_CuBiS_4_	Ag_6_CuBiS_4_	"Ag Cu Bi S"
924	Ardaite	Ardaite	Pb_17_Sb_15_S_35_Cl_9_	Pb_17_Sb_15_S_35_Cl_9_	"Pb Sb S Cl"
925	Ardealite	Ardealite	Ca_2_(PO_3_OH)(SO_4_)·4H_2_O	Ca_2_(PO_3_OH)(SO_4_)·4H_2_O	"Ca P O H S"
926	Ardennite-(As)	Ardennite-(As)	Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_	Mn^2+^_4_Al_4_(AlMg)(AsO_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_	"Mn Al Mg As O Si H"
927	Arfvedsonite	Arfvedsonite	NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_	NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_	"Na Fe Si O H"
928	Argentojarosite	Argentojarosite	Ag^1+^Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_	AgFe^3+^_3_(SO_4_)_2_(OH)_6_	"Ag Fe S O H"
929	Argentopentlandite	Argentopentlandite	Ag(Fe,Ni)_8_S_8_	Ag(Fe,Ni)_8_S_8_	"Ag Fe Ni S"
930	Argentopyrite	Argentopyrite	Ag^1+^Fe_2_S^2-^_3_	AgFe_2_S_3_	"Ag Fe S"
931	Argentotennantite	Argentotennantite	Ag^1+^_6_Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_As^3+^_4_S^2-^_13_	Ag_6_[Cu_4_(Fe,Zn)_2_]As_4_S_13_	"Ag Cu Fe Zn As S"
932	Argutite	Argutite	GeO_2_	GeO_2_	"Ge O"
933	Argyrodite	Argyrodite	Ag_8_GeS_6_	Ag_8_GeS_6_	"Ag Ge S"
934	Arhbarite	Arhbarite	Cu^2+^_2_MgAs^5+^O_4_(OH)_3_	Cu_2_Mg(AsO_4_)(OH)_3_	"Cu Mg As O H"
935	Aristarainite	Aristarainite	Na_2_Mg[B_6_O_8_(OH)_4_]_2_·4H_2_O	Na_2_Mg[B_6_O_8_(OH)_4_]_2_·4H_2_O	"Na Mg B O H"
936	Armalcolite	Armalcolite	(Mg,Fe^2+^)Ti^4+^_2_O_5_	(Mg,Fe^2+^)Ti_2_O_5_	"Mg Fe Ti O"
937	Armangite	Armangite	Mn^2+^_26_As^3+^_18_O_50_(CO_3_)(OH)_4_	Mn^2+^_26_[As^3+^_6_(OH)_4_O_14_][As^3+^_6_O_18_]_2_(CO_3_)	"Mn As O H C"
938	Armenite	Armenite	BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O	BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O	"Ba Ca Al Si O H"
939	Armstrongite	Armstrongite	CaZr^4+^Si_6_O_15_·2H_2_O	CaZr(Si_6_O_15_)·2H_2_O	"Ca Zr Si O H"
940	Arrojadite-(KNa)	Arrojadite-(KNa)	KNa_3_(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_	KNa_3_(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_	"K Na Ca Fe Al P O H"
941	Arsenbrackebuschite	Arsenbrackebuschite	Pb^2+^_2_(Fe^3+^,Zn^2+^)(As^5+^O_4_)_2_(OH,H_2_O)	Pb_2_(Fe^3+^,Zn)(AsO_4_)_2_(OH,H_2_O)	"Pb Fe Zn As O H"
942	Arsendescloizite	Arsendescloizite	Pb^2+^Zn^2+^As^5+^O_4_(OH)	PbZn(AsO_4_)(OH)	"Pb Zn As O H"
943	Arsenic	Arsenic	As	As	As
944	Arseniopleite	Arseniopleite	CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_	(Ca,Na)NaMn^2+^(Mn^2+^,Mg,Fe^2+^)_2_(AsO_4_)_3_	"Ca Na Mn Mg Fe As O"
945	Arseniosiderite	Arseniosiderite	Ca_2_Fe^3+^_3_O_2_(As^5+^O_4_)_3_·3H_2_O	Ca_2_Fe^3+^_3_O_2_(AsO_4_)_3_·3H_2_O	"Ca Fe O As H"
946	Arsenoclasite	Arsenoclasite	Mn^2+^_5_(As^5+^O_4_)_2_(OH)_4_	Mn^2+^_5_(AsO_4_)_2_(OH)_4_	"Mn As O H"
947	Arsenocrandallite	Arsenocrandallite	CaAl_3_(As^5+^O_4_)(As^5+^O_3_OH)(OH)_6_	CaAl_3_(AsO_4_)(AsO_3_OH)(OH)_6_	"Ca Al As O H"
948	Arsenoflorencite-(Ce)	Arsenoflorencite-(Ce)	Ce^3+^Al_3_(As^5+^O_4_)_2_(OH)_6_	CeAl_3_(AsO_4_)_2_(OH)_6_	"Ce Al As O H"
949	Arsenogorceixite	Arsenogorceixite	BaAl_3_As^5+^O_4_(As^5+^O_3_OH)(OH)_6_	BaAl_3_(AsO_4_)(AsO_3_OH)(OH)_6_	"Ba Al As O H"
950	Arsenogoyazite	Arsenogoyazite	SrAl_3_(As^5+^O_4_)(As^5+^O_3_OH)(OH)_6_	SrAl_3_(AsO_4_)(AsO_3_OH)(OH)_6_	"Sr Al As O H"
951	Arsenohauchecornite	Arsenohauchecornite	Ni_18_Bi_3_AsS_16_	Ni_18_Bi_3_AsS_16_	"Ni Bi As S"
952	Arsenolamprite	Arsenolamprite	As	As	As
953	Arsenolite	Arsenolite	As^3+^_2_O_3_	As_2_O_3_	"As O"
