mineral_id	mineral_name	mineral_display_name	rruff_chemistry	ima_chemistry	chemistry_elements
4073	Siderite	Siderite	Fe^2+^CO_3_	Fe(CO_3_)	"Fe C O"
4074	Sideronatrite	Sideronatrite	Na_2_Fe^3+^(S^6+^O_4_)_2_(OH)·3H_2_O	Na_2_Fe^3+^(SO_4_)_2_(OH)·3H_2_O	"Na Fe S O H"
4075	Siderophyllite	Siderophyllite	KFe^2+^_2_Al(Si_2_Al_2_)O_10_(OH)_2_	KFe^2+^_2_Al(Si_2_Al_2_)O_10_(OH)_2_	"K Fe Al Si O H"
4076	Siderotil	Siderotil	(Fe^2+^,Cu^2+^)S^6+^O_4_·5H_2_O	(Fe,Cu)(SO_4_)·5H_2_O	"Fe Cu S O H"
4077	Sidorenkite	Sidorenkite	Na_3_Mn^2+^(P^5+^O_4_)(CO_3_)	Na_3_Mn(PO_4_)(CO_3_)	"Na Mn P O C"
4078	Sidpietersite	Sidpietersite	Pb^2+^_4_(S_2_O_3_)O_2_(OH)_2_	Pb^2+^_4_(S_2_O_3_)O_2_(OH)_2_	"Pb S O H"
4079	Sidwillite	Sidwillite	Mo^6+^O_3_·2H_2_O	MoO_3_·2H_2_O	"Mo O H"
4080	Siegenite	Siegenite	Co^2+^Ni^3+^_2_S^2-^_4_	CoNi_2_S_4_	"Co Ni S"
4081	Sieleckiite	Sieleckiite	Cu^2+^_3_Al_4_(P^5+^O_4_)_2_(OH)_12_·2H_2_O	Cu_3_Al_4_(PO_4_)_2_(OH)_12_·2H_2_O	"Cu Al P O H"
4082	Arrojadite-(BaFe)	Arrojadite-(BaFe)	BaFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_	BaFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_	"Ba Fe Ca Na Al P O H"
4083	Sigloite	Sigloite	Fe^3+^Al_2_(PO_4_)_2_(OH)_3_·7H_2_O	Fe^3+^Al_2_(PO_4_)_2_(OH)_3_·7H_2_O	"Fe Al P O H"
4084	Silhydrite	Silhydrite	Si_3_O_6_·H_2_O	Si_3_O_6_·H_2_O	"Si O H"
4085	Silicon	Silicon	Si	Si	Si
4086	Silinaite	Silinaite	NaLiSi_2_O_5_·2H_2_O	NaLiSi_2_O_5_·2H_2_O	"Na Li Si O H"
4087	Sillenite	Sillénite	Bi_12_SiO_20_	Bi_12_SiO_20_	"Bi Si O"
4088	Sillimanite	Sillimanite	Al_2_OSiO_4_	Al_2_SiO_5_	"Al O Si"
4089	Silver	Silver	Ag	Ag	Ag
4090	Silvialite	Silvialite	Ca_4_Al_6_Si_6_O_24_(SO_4_)	Ca_4_Al_6_Si_6_O_24_(SO_4_)	"Ca Al Si O S"
4091	Simferite	Simferite	Li(Mg,Fe^3+^,Mn^3+^)_2_(PO_4_)_2_	Li(Mg,Fe^3+^,Mn^3+^)_2_(PO_4_)_2_	"Li Mg Fe Mn P O"
4092	Simmonsite	Simmonsite	Na_2_LiAlF_6_	Na_2_LiAlF_6_	"Na Li Al F"
4093	Simonellite	Simonellite	C_19_H_24_	C_19_H_24_	"C H"
4094	Simonite	Simonite	TlHgAs_3_S_6_	TlHgAs_3_S_6_	"Tl Hg As S"
4095	Simonkolleite	Simonkolleite	Zn^2+^_5_(OH)_8_Cl^1-^_2_·H_2_O	Zn_5_(OH)_8_Cl_2_·H_2_O	"Zn O H Cl"
4096	Simplotite	Simplotite	CaV^4+^_4_O_9_·5H_2_O	CaV^4+^_4_O_9_·5H_2_O	"Ca V O H"
4097	Simpsonite	Simpsonite	Al_4_Ta_3_O_13_(OH)	Al_4_Ta_3_O_13_(OH)	"Al Ta O H"
4098	Sincosite	Sincosite	Ca(V^4+^O)_2_(P^5+^O_4_)_2_·4H_2_O	Ca(VO)_2_(PO_4_)_2_·4H_2_O	"Ca V O P H"
4099	Sinhalite	Sinhalite	MgAlBO_4_	MgAl(BO_4_)	"Mg Al B O"
4100	Sinjarite	Sinjarite	CaCl_2_·2H_2_O	CaCl_2_·2H_2_O	"Ca Cl H O"
4101	Sinkankasite	Sinkankasite	Mn^2+^Al(PO_3_OH)_2_(OH)·6H_2_O	Mn^2+^Al(PO_3_OH)_2_(OH)·6H_2_O	"Mn Al P O H"
4102	Sinnerite	Sinnerite	Cu_6_As_4_S_9_	Cu_6_As_4_S_9_	"Cu As S"
4103	Sinoite	Sinoite	Si_2_N_2_O	Si_2_N_2_O	"Si N O"
4104	Sitinakite	Sitinakite	KNa_2_Ti^4+^_4_Si_2_O_13_(OH)·4H_2_O	KNa_2_Ti_4_Si_2_O_13_(OH)·4H_2_O	"K Na Ti Si O H"
4106	Skinnerite	Skinnerite	Cu_3_Sb^3+^S^2-^_3_	Cu_3_SbS_3_	"Cu Sb S"
4107	Skippenite	Skippenite	Bi^3+^_2_Se^2-^_2_Te^2-^	Bi_2_Se_2_Te	"Bi Se Te"
4108	Sklodowskite	Sklodowskite	Mg(UO_2_)_2_(SiO_3_OH)_2_·6H_2_O	Mg(UO_2_)_2_(SiO_3_OH)_2_·6H_2_O	"Mg U O Si H"
4109	Skutterudite	Skutterudite	Co^3+^As_3_	CoAs_3_	"Co As"
4110	Slavikite	Slavíkite	(H_3_O)^1+^_3_Mg_6_Fe^3+^_15_(S^6+^O_4_)_21_(OH)_18_·98H_2_O	(H_3_O)_3_Mg_6_Fe_15_(SO_4_)_21_(OH)_18_·98H_2_O	"H O Mg Fe S"
4111	Slawsonite	Slawsonite	SrAl_2_Si_2_O_8_	Sr(Al_2_Si_2_O_8_)	"Sr Al Si O"
4112	Smirnite	Smirnite	Bi^3+^_2_Te^4+^O_5_	Bi^3+^_2_Te^4+^O_5_	"Bi Te O"
4113	Smithite	Smithite	Ag^1+^As^3+^S^2-^_2_	AgAsS_2_	"Ag As S"
4114	Smithsonite	Smithsonite	Zn^2+^CO_3_	Zn(CO_3_)	"Zn C O"
4115	Smolyaninovite	Smolyaninovite	Co^2+^_3_Fe^3+^_2_(As^5+^O_4_)_4_·11H_2_O	Co_3_Fe^3+^_2_(AsO_4_)_4_·11H_2_O	"Co Fe As O H"
4116	Smrkovecite	Smrkovecite	Bi_2_O(OH)PO_4_	Bi_2_O(OH)(PO_4_)	"Bi O H P"
4117	Smythite	Smythite	(Fe,Ni)_3-3.3_S_4_	"(Fe,Ni)_3+x_S_4_ (x ≈ 0-0.3)"	"Fe Ni S"
4118	Sobolevite	Sobolevite	Na_6_(Na_2_Ca)(NaCaMn^2+^)Na_2_Ti^4+^_2_Na_2_(Ti^4+^Mn^2+^)(Si_2_O_7_)_2_(PO_4_)_4_O_2_(OF)F_2_	Na_6_(Na_2_Ca)(NaCaMn)Na_2_Ti_2_Na_2_(TiMn)(Si_2_O_7_)_2_(PO_4_)_4_O_2_(OF)F_2_	"Na Ca Mn Ti Si O P F"
4119	Sobolevskite	Sobolevskite	PdBi	PdBi	"Pd Bi"
4121	Sodalite	Sodalite	Na_4_Si_3_Al_3_O_12_Cl	Na_4_(Si_3_Al_3_)O_12_Cl	"Na Si Al O Cl"
4122	Soddyite	Soddyite	(UO_2_)_2_SiO_4_·2H_2_O	(UO_2_)_2_(SiO_4_)·2H_2_O	"U O Si H"
4130	Alum-(Na)	Alum-(Na)	NaAl(SO_4_)_2_·12H_2_O	NaAl(SO_4_)_2_·12H_2_O	"Na Al S O H"
4132	Betpakdalite-NaCa	Betpakdalite-NaCa	[Na_2_(H_2_O)_17_Ca(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_34_(OH)_3_]	[Na_2_(H_2_O)_17_Ca(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_34_(OH)_3_]	"Na H O Ca Mo As Fe"
4133	Natroboltwoodite	Natroboltwoodite	Na(UO_2_)(SiO_3_OH)·H_2_O	Na(UO_2_)(SiO_3_OH)·H_2_O	"Na U O Si H"
4134	Natropharmacosiderite	Natropharmacosiderite	Na_2_Fe^3+^_4_(As^5+^O_4_)_3_(OH)_5_·7H_2_O	Na_2_Fe^3+^_4_(AsO_4_)_3_(OH)_5_·7H_2_O	"Na Fe As O H"
4135	Natrouranospinite	Natrouranospinite	Na_2_(U^6+^O_2_)_2_(As^5+^O_4_)_2_·5H_2_O	Na_2_(UO_2_)_2_(AsO_4_)_2_·5H_2_O	"Na U O As H"
4136	Natrozippeite	Natrozippeite	Na_5_(UO_2_)_8_(SO_4_)_4_O_5_(OH)_3_·12H_2_O	Na_5_(UO_2_)_8_(SO_4_)_4_O_5_(OH)_3_·12H_2_O	"Na U O S H"
4137	Sogdianite	Sogdianite	KZr^4+^_2_(Li_3_Si_12_)O_30_	KZr_2_Li_3_Si_12_O_30_	"K Zr Li Si O"
4138	Sohngeite	Söhngeite	Ga(OH)_3_	Ga(OH)_3_	"Ga O H"
4139	Solongoite	Solongoite	Ca_2_B_3_O_4_(OH)_4_Cl	Ca_2_B_3_O_4_(OH)_4_Cl	"Ca B O H Cl"
4140	Sonolite	Sonolite	Mn^2+^_9_(SiO_4_)_4_(OH)_2_	Mn^2+^_9_(SiO_4_)_4_(OH)_2_	"Mn Si O H"
4141	Sonoraite	Sonoraite	Fe^3+^Te^4+^O_3_(OH)·H_2_O	Fe^3+^(Te^4+^O_3_)(OH)·H_2_O	"Fe Te O H"
4142	Sopcheite	Sopcheite	Ag_4_Pd_3_Te_4_	Ag_4_Pd_3_Te_4_	"Ag Pd Te"
4143	Sofiite	Sofiite	Zn^2+^_2_(Se^4+^O_3_)Cl^1-^_2_	Zn_2_(Se^4+^O_3_)Cl_2_	"Zn Se O Cl"
4144	Sorbyite	Sorbyite	Pb_9_Cu(Sb,As)_11_S_26_	Pb_9_Cu(Sb,As)_11_S_26_	"Pb Cu Sb As S"
4145	Sorensenite	Sørensenite	Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O	Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O	"Na Be Sn Si O H"
4146	Sorosite	Sorosite	Cu_1.1-1.2_(Sn,Sb)	Cu_1+x_(Sn,Sb)	"Cu Sn Sb"
4147	Sosedkoite	Sosedkoite	K_5_Al_2_Ta_22_O_60_	K_5_Al_2_Ta_22_O_60_	"K Al Ta O"
4148	Soucekite	Součekite	Cu^1+^Pb^2+^Bi^3+^S^2-^_3_	CuPbBi(S,Se)_3_	"Cu Pb Bi S Se"
4149	Souzalite	Souzalite	Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O	Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O	"Mg Al P O H"
4150	Spangolite	Spangolite	Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O	Cu_6_Al(SO_4_)(OH)_12_Cl·3H_2_O	"Cu Al S O H Cl"
4151	Spencerite	Spencerite	Zn^2+^_4_(P^5+^O_4_)_2_(OH)_2_·3H_2_O	Zn_4_(PO_4_)_2_(OH)_2_·3H_2_O	"Zn P O H"
4152	Sperrylite	Sperrylite	PtAs_2_	PtAs_2_	"Pt As"
4153	Spertiniite	Spertiniite	Cu^2+^(OH)_2_	Cu(OH)_2_	"Cu O H"
4154	Spessartine	Spessartine	Mn^2+^_3_Al_2_(SiO_4_)_3_	Mn^2+^_3_Al_2_(SiO_4_)_3_	"Mn Al Si O"
4155	Sphaerobertrandite	Sphaerobertrandite	Be_3_SiO_4_(OH)_2_	Be_3_(SiO_4_)(OH)_2_	"Be Si O H"
4156	Sphaerobismoite	Sphaerobismoite	Bi_2_O_3_	Bi_2_O_3_	"Bi O"
4157	Spherocobaltite	Spherocobaltite	Co^2+^CO_3_	Co(CO_3_)	"Co C O"
4158	Sphalerite	Sphalerite	Zn^2+^S^2-^	ZnS	"Zn S"
4159	Spheniscidite	Spheniscidite	(N^3-^H_4_)Fe^3+^_2_(PO_4_)_2_(OH)·2H_2_O	(NH_4_)Fe^3+^_2_(PO_4_)_2_(OH)·2H_2_O	"N H Fe P O"
4160	Spinel	Spinel	MgAl_2_O_4_	MgAl_2_O_4_	"Mg Al O"
4161	Spionkopite	Spionkopite	Cu_1.32_S	Cu_39_S_28_	"Cu S"
4162	Spiroffite	Spiroffite	Mn^2+^_2_Te^4+^_3_O_8_	Mn^2+^_2_Te^4+^_3_O_8_	"Mn Te O"
4164	Spodumene	Spodumene	LiAlSi_2_O_6_	LiAlSi_2_O_6_	"Li Al Si O"
4165	Springcreekite	Springcreekite	BaV^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_	BaV^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_	"Ba V P O H"
4166	Spurrite	Spurrite	Ca_5_(SiO_4_)_2_(CO_3_)	Ca_5_(SiO_4_)_2_(CO_3_)	"Ca Si O C"
4167	Srebrodolskite	Srebrodolskite	Ca_2_Fe^3+^_2_O_5_	Ca_2_Fe^3+^_2_O_5_	"Ca Fe O"
4168	Srilankite	Srilankite	Ti^4+^_2_Zr^4+^O_6_	Ti_2_ZrO_6_	"Ti Zr O"
4169	Stalderite	Stalderite	Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_	TlCu(Zn,Fe,Hg)_2_As_2_S_6_	"Tl Cu Zn Fe Hg As S"
4170	Stanekite	Staněkite	Fe^3+^Mn^2+^O(PO_4_)	Fe^3+^Mn^2+^O(PO_4_)	"Fe Mn O P"
4171	Stanfieldite	Stanfieldite	Ca_4_Mg_5_(PO_4_)_6_	Ca_4_Mg_5_(PO_4_)_6_	"Ca Mg P O"
4172	Stannite	Stannite	Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_	Cu_2_FeSnS_4_	"Cu Fe Sn S"
4173	Stannoidite	Stannoidite	Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_	Cu_8_(Fe,Zn)_3_Sn_2_S_12_	"Cu Fe Zn Sn S"
4174	Oxystannomicrolite	Oxystannomicrolite	Sn_2_Ta_2_O_6_O	Sn_2_Ta_2_O_6_O	"Sn Ta O"
4175	Starkeyite	Starkeyite	MgS^6+^O_4_·4H_2_O	Mg(SO_4_)·4H_2_O	"Mg S O H"
4176	Staurolite	Staurolite	Fe^2+^_2_Al_9_Si_4_O_23_(OH)	Fe^2+^_2_Al_9_Si_4_O_23_(OH)	"Fe Al Si O H"
4177	Steacyite	Steacyite	K_0.3_(Na,Ca)_2_ThSi_8_O_20_	K_0.3_(Na,Ca)_2_ThSi_8_O_20_	"K Na Ca Th Si O"
4178	Steenstrupine-(Ce)	Steenstrupine-(Ce)	Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O	Na_14_Ce_6_Mn^2+^_2_Fe^3+^_2_Zr(PO_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O	"Na Ce Mn Fe Zr P O Si H"
4179	Steigerite	Steigerite	AlV^5+^O_4_·3H_2_O	Al(VO_4_)·3H_2_O	"Al V O H"
4180	Stellerite	Stellerite	Ca_4_(Si_28_Al_8_)O_72_·28H_2_O	Ca_4_(Si_28_Al_8_)O_72_·28H_2_O	"Ca Si Al O H"
4181	Stenhuggarite	Stenhuggarite	CaFe^3+^Sb^3+^As^3+^_2_O_7_	CaFe^3+^Sb^3+^As^3+^_2_O_7_	"Ca Fe Sb As O"
4182	Stenonite	Stenonite	Sr_2_Al(CO_3_)F_5_	Sr_2_Al(CO_3_)F_5_	"Sr Al C O F"
4183	Stepanovite	Stepanovite	NaMgFe^3+^((C_2_)^6+^O_4_)_3_·9H_2_O	NaMgFe^3+^(C_2_O_4_)_3_·9H_2_O	"Na Mg Fe C O H"
4184	Stephanite	Stephanite	Ag_5_SbS_4_	Ag_5_SbS_4_	"Ag Sb S"
4185	Stercorite	Stercorite	(N^3-^H_4_)Na(PO_3_OH)·4H_2_O	(NH_4_)Na(PO_3_OH)·4H_2_O	"N H Na P O"
4186	Sterlinghillite	Sterlinghillite	Mn^2+^_3_(As^5+^O_4_)_2_·3H_2_O	Mn^2+^_3_(AsO_4_)_2_·3H_2_O	"Mn As O H"
4187	Sternbergite	Sternbergite	Ag^1+^Fe_2_S^2-^_3_	AgFe_2_S_3_	"Ag Fe S"
4188	Sterryite	Sterryite	Cu(Ag,Cu)_3_Pb_19_(Sb,As)_22_(As)_2_S_56_	Cu(Ag,Cu)_3_Pb_19_(Sb,As)_22_(As)_2_S_56_	"Cu Ag Pb Sb As S"
4189	Stetefeldtite	Stetefeldtite	Ag_2_Sb_2_(O,OH)_7_	Ag_2_Sb_2_(O,OH)_7_	"Ag Sb O H"
4190	Stevensite	Stevensite	(Ca,Na)_x_Mg_3-y_Si_4_O_10_(OH)_2_	(Ca,Na)_x_Mg_3-y_Si_4_O_10_(OH)_2_	"Ca Na Mg Si O H"
4191	Stewartite	Stewartite	Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O	Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O	"Mn Fe P O H"
4192	Stibarsen	Stibarsen	SbAs	SbAs	"Sb As"
4193	Stibiconite	Stibiconite	Sb^3+^Sb^5+^_2_O_6_(OH)	Sb^3+^Sb^5+^_2_O_6_(OH)	"Sb O H"
4194	Oxycalciopyrochlore	Oxycalciopyrochlore	Ca_2_Nb^5+^_2_O_6_O	Ca_2_Nb_2_O_6_O	"Ca Nb O"
4195	Stibiocolumbite	Stibiocolumbite	Sb^3+^Nb^5+^O_4_	SbNbO_4_	"Sb Nb O"
4196	Stibiocolusite	Stibiocolusite	Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_	Cu_13_V(Sb,Sn,As)_3_S_16_	"Cu V Sb Sn As S"
4197	Oxystibiomicrolite	Oxystibiomicrolite	(Sb^3+^,Ca)_2_Ta_2_O_6_O	(Sb^3+^,Ca)_2_Ta_2_O_6_O	"Sb Ca Ta O"
4198	Stibiopalladinite	Stibiopalladinite	Pd_5_Sb_2_	Pd_5_Sb_2_	"Pd Sb"
4199	Stibiotantalite	Stibiotantalite	Sb^3+^Ta^5+^O_4_	Sb^3+^TaO_4_	"Sb Ta O"
4200	Stibivanite	Stibivanite	Sb^3+^_2_V^4+^O_5_	Sb^3+^_2_V^4+^O_5_	"Sb V O"
4201	Stibnite	Stibnite	Sb_2_S_3_	Sb_2_S_3_	"Sb S"
4202	Stichtite	Stichtite	Mg_6_Cr^3+^_2_CO_3_(OH)_16_·4H_2_O	Mg_6_Cr_2_(CO_3_)(OH)_16_·4H_2_O	"Mg Cr C O H"
4203	Stilbite-Ca	Stilbite-Ca	NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O	NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O	"Na Ca Si Al O H"
4204	Stilbite-Na	Stilbite-Na	Na_9_(Si_27_Al_9_)O_72_·28H_2_O	Na_9_(Si_27_Al_9_)O_72_·28H_2_O	"Na Si Al O H"
4205	Stilleite	Stilleite	Zn^2+^Se^2-^	ZnSe	"Zn Se"
4206	Stillwaterite	Stillwaterite	Pd_8_As_3_	Pd_8_As_3_	"Pd As"
4207	Stillwellite-(Ce)	Stillwellite-(Ce)	CeBSiO_5_	CeBSiO_5_	"Ce B Si O"
4208	Stilpnomelane	Stilpnomelane	(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O	(K,Ca,Na)(Fe,Mg,Al)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O	"K Ca Na Fe Mg Al Si O H"
4209	Stishovite	Stishovite	SiO_2_	SiO_2_	"Si O"
4210	Stistaite	Stistaite	SnSb	SnSb	"Sn Sb"
4211	Stoiberite	Stoiberite	Cu^2+^_5_O_2_(V^5+^O_4_)_2_	Cu_5_O_2_(VO_4_)_2_	"Cu O V"
4212	Stokesite	Stokesite	CaSnSi_3_O_9_·2H_2_O	CaSnSi_3_O_9_·2H_2_O	"Ca Sn Si O H"
4213	Stolzite	Stolzite	PbWO_4_	Pb(WO_4_)	"Pb W O"
4214	Stoppaniite	Stoppaniite	Fe^3+^_2_Be_3_Si_6_O_18_·H_2_O	Fe^3+^_2_Be_3_Si_6_O_18_·H_2_O	"Fe Be Si O H"
4215	Stottite	Stottite	Fe^2+^Ge^4+^(OH)_6_	Fe^2+^Ge(OH)_6_	"Fe Ge O H"
4216	Straczekite	Straczekite	(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O	(Ca,K,Ba)(V^5+^,V^4+^)_8_O_20_·3H_2_O	"Ca K Ba V O H"
4217	Strakhovite	Strakhovite	NaBa_3_(Mn^2+^,Mn^3+^)_4_[Si_4_O_10_(OH)_2_][Si_2_O_7_]O_2_·(F,OH)·H_2_O	NaBa_3_(Mn^2+^,Mn^3+^)_4_[Si_4_O_10_(OH)_2_][Si_2_O_7_]O_2_·(F,OH)·H_2_O	"Na Ba Mn Si O H F"
4218	Stranskiite	Stranskiite	Cu^2+^Zn^2+^_2_(As^5+^O_4_)_2_	CuZn_2_(AsO_4_)_2_	"Cu Zn As O"
4219	Strashimirite	Strashimirite	Cu^2+^_4_(As^5+^O_4_)_2_(OH)_2_·2.5H_2_O	Cu_4_(AsO_4_)_2_(OH)_2_·2.5H_2_O	"Cu As O H"
4220	Stratlingite	Strätlingite	Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O	Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O	"Ca Al Si O H"
4221	Strelkinite	Strelkinite	Na_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·6H_2_O	Na_2_(UO_2_)_2_(VO_4_)_2_·6H_2_O	"Na U O V H"
4222	Strengite	Strengite	Fe^3+^PO_4_·2H_2_O	Fe^3+^(PO_4_)·2H_2_O	"Fe P O H"
4223	Stringhamite	Stringhamite	CaCu^2+^SiO_4_·H_2_O	CaCu(SiO_4_)·H_2_O	"Ca Cu Si O H"
4224	Stromeyerite	Stromeyerite	CuAgS	CuAgS	"Cu Ag S"
4225	Stronalsite	Stronalsite	Na_2_SrAl_4_Si_4_O_16_	Na_2_SrAl_4_Si_4_O_16_	"Na Sr Al Si O"
4226	Strontianite	Strontianite	SrCO_3_	Sr(CO_3_)	"Sr C O"
4227	Strontio-orthojoaquinite	Strontio-orthojoaquinite	NaSr_4_Fe^3+^Ti^4+^_2_Si_8_O_24_(OH)_4_	NaSr_4_Fe^3+^Ti_2_Si_8_O_24_(OH)_4_	"Na Sr Fe Ti Si O H"
4229	Strontiochevkinite	Strontiochevkinite	(Sr,Ce^3+^,La^3+^)_4_Fe^2+^(Ti^4+^,Zr^4+^)_4_O_8_(Si_2_O_7_)_2_	(Sr,Ce,La)_4_Fe^2+^(Ti,Zr)_4_O_8_(Si_2_O_7_)_2_	"Sr Ce La Fe Ti Zr O Si"
4230	Strontiodresserite	Strontiodresserite	SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O	SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O	"Sr Al C O H"
4231	Strontioginorite	Strontioginorite	SrCaB_14_O_20_(OH)_6_·5H_2_O	CaSrB_14_O_20_(OH)_6_·5H_2_O	"Sr Ca B O H"
4232	Strontiojoaquinite	Strontiojoaquinite	(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O	(Na,Fe)_2_Ba_2_Sr_2_Ti_2_(SiO_3_)_8_(O,OH)_2_·H_2_O	"Na Fe Ba Sr Ti Si O H"
4233	Strontiomelane	Strontiomelane	Sr(Mn^4+^_6_Mn^3+^_2_)O_16_	Sr(Mn^4+^_6_Mn^3+^_2_)O_16_	"Sr Mn O"
4234	Piemontite-(Sr)	Piemontite-(Sr)	CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)	CaSr(Al_2_Mn^3+^)[Si_2_O_7_][SiO_4_]O(OH)	"Ca Sr Mn Al Si O H"
4235	Strontiowhitlockite	Strontiowhitlockite	Sr_9_Mg(PO_4_)_6_(PO_3_OH)	Sr_9_Mg(PO_3_OH)(PO_4_)_6_	"Sr Mg P O H"
4236	Fluorstrophite	Fluorstrophite	SrCaSr_3_(PO_4_)_3_F	SrCaSr_3_(PO_4_)_3_F	"Sr Ca P O F"
4237	Strunzite	Strunzite	Mn^2+^Fe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·6H_2_O	Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·6H_2_O	"Mn Fe P O H"
4239	Struvite	Struvite	(N^3-^H_4_)MgPO_4_·6H_2_O	(NH_4_)Mg(PO_4_)·6H_2_O	"N H Mg P O"
4240	Studenitsite	Studenitsite	NaCa_2_B_9_O_14_(OH)_4_·2H_2_O	NaCa_2_B_9_O_14_(OH)_4_·2H_2_O	"Na Ca B O H"
4241	Studtite	Studtite	(UO_2_)O_2_(H_2_O)_2_·2H_2_O	(UO_2_)(O_2_)(H_2_O)_2_·2H_2_O	"U O H"
4242	Stumpflite	Stumpflite	PtSb	PtSb	"Pt Sb"
4243	Sturmanite	Sturmanite	Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O	Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O	"Ca Fe S O B H"
4244	Stutzite	Stützite	Ag_4.64-4.76_Te_3_	"Ag_5-x_Te_3_ (x = 0.24-0.36)"	"Ag Te"
4245	Suanite	Suanite	Mg_2_B_2_O_5_	Mg_2_B_2_O_5_	"Mg B O"
4246	Sudburyite	Sudburyite	PdSb	PdSb	"Pd Sb"
4247	Sudoite	Sudoite	Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_	Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_	"Mg Al Si O H"
4248	Sudovikovite	Sudovikovite	PtSe_2_	PtSe_2_	"Pt Se"
4249	Suessite	Suessite	Fe_3_Si	Fe_3_Si	"Fe Si"
4250	Sugilite	Sugilite	KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_	KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_	"K Na Fe Li Si O"
4251	Sulfoborite	Sulfoborite	Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_	Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_	"Mg B O H S F"
4252	Sulphur	Sulphur	S	S	S
4253	Sulphohalite	Sulphohalite	Na_6_(SO_4_)_2_ClF	Na_6_(SO_4_)_2_ClF	"Na S O Cl F"
4254	Sulphotsumoite	Sulphotsumoite	Bi_3_Te_2_S	Bi_3_Te_2_S	"Bi Te S"
4255	Sulvanite	Sulvanite	Cu^2+^_3_V^3+^S^2-^_4_	Cu_3_VS_4_	"Cu V S"
4256	Sundiusite	Sundiusite	Pb_10_(SO_4_)O_8_Cl_2_	Pb_10_(SO_4_)O_8_Cl_2_	"Pb S O Cl"
4257	Suolunite	Suolunite	Ca_2_Si_2_O_5_(OH)_2_·H_2_O	Ca_2_Si_2_O_5_(OH)_2_·H_2_O	"Ca Si O H"
4258	Suredaite	Suredaite	PbSnS_3_	PbSnS_3_	"Pb Sn S"
4259	Surinamite	Surinamite	Mg_3_Al_3_O[Si_3_BeAlO_15_]	Mg_3_Al_3_O(Si_3_BeAlO_15_)	"Mg Al O Si Be"
4260	Surite	Surite	(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O	(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O	"Pb Ca Al Si O C H"
